Date,Time_IST,Mode,Ticker,Direction,TimeFrame,Entry_Price,Qty,SL,Target,MaxHold,Exit_Price,Exit_Time,P&L,P&L_%,Status,Pattern_Rank,Expected_WinRate,Pattern_Factors,Reason,Signal_Indicators
2026-07-29,01:14:15 IST,US,QQQ,LONG,SWING_1d,676.32,73,662.79,703.37,5,662.79,2026-07-29 00:00:00 IST,-997.56,-2.02,CLOSED,46,69.39,Close>Open+2Red,#46SW Close>Open+2Red | SL Hit,
2026-07-29,01:14:16 IST,US,IWM,LONG,INTRADAY_1h,293.09,337,290.16,298.95,6,290.16,19:00:00 IST,-1007.16,-1.02,CLOSED,30,62.42,Price>SMA50+EMA9>EMA20+EMA20<EMA50+Close>Open,#30ID Price>SMA50+EMA9>EMA20+EMA20<EMA50+Close>Open | SL Hit,
2026-07-31,09:48:19 IST,US,IWM,LONG,INTRADAY_1h,292.52,301,289.59,298.37,6,289.59,19:00:00 IST,-899.54,-1.02,CLOSED,30,62.42,Price>SMA50+EMA9>EMA20+EMA20<EMA50+Close>Open,#30ID Price>SMA50+EMA9>EMA20+EMA20<EMA50+Close>Open | SL Hit,"{""Open"": 292.105011, ""EMA9"": 291.363438, ""EMA20"": 291.334442, ""EMA50"": 292.133683, ""Close"": 292.519989, ""Low"": 292.095001, ""SMA20"": 291.304959, ""SMA50"": 292.167371, ""Volume"": 3397177.0, ""High"": 292.839996, ""Ret"": 0.001421, ""2Red"": 0.0, ""RSI14"": 54.646637}"
2026-08-03,20:55:15 IST,US,IWM,LONG,INTRADAY_1h,295.73,299,292.77,301.64,6,299.82,20:00:00 IST,1203.74,1.36,CLOSED,30,62.42,Price>SMA50+EMA9>EMA20+EMA20<EMA50+Close>Open,#30ID Price>SMA50+EMA9>EMA20+EMA20<EMA50+Close>Open | Expiry 6h,"{""EMA50"": 291.990817, ""SMA50"": 291.65457, ""Volume"": 6448852.0, ""Low"": 292.399994, ""Open"": 292.899994, ""High"": 295.855011, ""Close"": 295.660004, ""EMA20"": 291.597546, ""SMA20"": 290.979457, ""Ret"": 0.01549, ""EMA9"": 292.077126, ""2Red"": 0.0, ""RSI14"": 64.619159}"
2026-08-06,01:17:18 IST,US,DIA,LONG,SWING_1d,543.78,93,532.91,565.53,5,538.95,2026-08-11 01:36:05 IST,-459.66,-0.91,CLOSED,76,57.75,Range<1%+SMA20<EMA20,#76SW Range<1%+SMA20<EMA20 | Expiry 5d,"{""Volume"": 4635582.0, ""RSI14"": 68.568054, ""EMA20"": 525.780651, ""EMA9"": 530.243656, ""Low"": 543.14502, ""SMA50"": 519.183423, ""EMA50"": 518.076585, ""High"": 546.75, ""2Red"": 0.0, ""Close"": 543.781006, ""SMA20"": 524.574051, ""Open"": 543.299988, ""Ret"": 0.006201}"
2026-08-12,00:43:12 IST,US,DIA,LONG,SWING_1d,537.31,93,526.51,558.75,5,536.77,2026-08-17 00:56:07 IST,-60.55,-0.12,CLOSED,76,57.75,Range<1%+SMA20<EMA20,#76SW Range<1%+SMA20<EMA20 | Expiry 5d,"{""Volume"": 2284884.0, ""BB_lo"": 509.179161, ""SMA20"": 527.271875, ""high20"": 546.75, ""low20"": 514.719971, ""low50"": 500.100006, ""High"": 541.715027, ""2Red"": 1.0, ""RSI14"": 60.520122, ""high50"": 546.75, ""SMA50"": 521.645953, ""2Green"": 0.0, ""Open"": 539.909973, ""EMA200"": 494.093172, ""EMA50"": 521.063736, ""BB_hi"": 545.364589, ""Low"": 537.210022, ""EMA9"": 534.980172, ""Ret"": -0.003214, ""Close"": 537.257507, ""EMA20"": 529.904182}"
2026-08-17,07:46:08 IST,US,DIA,LONG,SWING_1d,536.85,96,526.06,558.27,5,532.14,2026-08-22 08:30:51 IST,-462.78,-0.9,CLOSED,76,57.75,Range<1%+SMA20<EMA20,#76SW Range<1%+SMA20<EMA20 | Expiry 5d,"{""low50"": 500.100006, ""high20"": 546.75, ""Low"": 536.200012, ""EMA9"": 536.092951, ""Close"": 536.799988, ""EMA50"": 522.898684, ""Open"": 537.409973, ""high50"": 546.75, ""RSI14"": 59.431712, ""BB_hi"": 548.350034, ""2Red"": 0.0, ""low20"": 514.719971, ""SMA50"": 523.208604, ""Ret"": -0.002064, ""SMA20"": 529.286499, ""EMA200"": 495.450023, ""High"": 538.280029, ""2Green"": 0.0, ""EMA20"": 531.817251, ""Volume"": 2086300.0, ""BB_lo"": 510.222964}"
