Price,Adj Close,Close,High,Low,Open,Volume
Ticker,QQQ,QQQ,QQQ,QQQ,QQQ,QQQ
Datetime,,,,,,
2026-07-16 13:30:00+00:00,712.97998046875,712.97998046875,713.594970703125,711.9600219726562,712.0,1905631
2026-07-16 13:31:00+00:00,713.4299926757812,713.4299926757812,713.5800170898438,712.4249877929688,712.97998046875,260500
2026-07-16 13:32:00+00:00,712.5,712.5,713.5700073242188,712.27001953125,713.4500122070312,94522
2026-07-16 13:33:00+00:00,712.2349853515625,712.2349853515625,712.8699951171875,712.0499877929688,712.5700073242188,74852
2026-07-16 13:34:00+00:00,711.2150268554688,711.2150268554688,712.409912109375,711.2000122070312,712.27001953125,118417
2026-07-16 13:35:00+00:00,710.8499755859375,710.8499755859375,711.5900268554688,710.489990234375,711.4400024414062,200844
2026-07-16 13:36:00+00:00,711.0501098632812,711.0501098632812,711.3300170898438,710.531982421875,711.0,101093
2026-07-16 13:37:00+00:00,711.4199829101562,711.4199829101562,712.1699829101562,711.0772705078125,711.0899047851562,115498
2026-07-16 13:38:00+00:00,710.6799926757812,710.6799926757812,711.4099731445312,710.3800048828125,711.4099731445312,130266
2026-07-16 13:39:00+00:00,710.0999755859375,710.0999755859375,710.9500122070312,709.9299926757812,710.52001953125,265778
2026-07-16 13:40:00+00:00,710.43798828125,710.43798828125,711.239990234375,709.8300170898438,710.1182250976562,134413
2026-07-16 13:41:00+00:00,709.2899780273438,709.2899780273438,710.4500122070312,709.1950073242188,710.4249877929688,154353
2026-07-16 13:42:00+00:00,709.1871948242188,709.1871948242188,709.5700073242188,708.8800048828125,709.2999877929688,198014
2026-07-16 13:43:00+00:00,709.1699829101562,709.1699829101562,709.3900146484375,708.72998046875,709.1500244140625,125796
2026-07-16 13:44:00+00:00,708.3900146484375,708.3900146484375,709.72998046875,708.22998046875,709.1890258789062,164767
2026-07-16 13:45:00+00:00,708.2750244140625,708.2750244140625,709.02001953125,708.2000122070312,708.4099731445312,165382
2026-07-16 13:46:00+00:00,708.3900146484375,708.3900146484375,708.7000122070312,708.0809936523438,708.2200927734375,111406
2026-07-16 13:47:00+00:00,708.1599731445312,708.1599731445312,708.77001953125,708.1599731445312,708.4500122070312,121121
